longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.57,37.02,16,4199,794,2140,722,3.332,111800,INLAND
-119.73,36.73,7,2461,647,1587,551,1.4007,225000,INLAND
-122.07,37.68,36,1815,426,1280,431,3.25,218100,NEAR BAY
-121.9,38.04,36,1489,331,838,259,1.2024,90200,INLAND
-122.04,37.63,33,952,172,369,159,3.2331,226700,NEAR BAY
-120.79,38.83,15,1374,291,709,239,1.7222,118500,INLAND
-122.3,37.9,37,2125,489,912,462,2.9219,217200,NEAR BAY
-121.76,37.69,29,3433,711,1919,709,3.3841,184400,INLAND
-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND
-119.69,36.46,29,1702,301,914,280,2.8125,79200,INLAND
-119.61,36.94,14,863,151,315,135,4.2679,151800,INLAND
-122.07,37.7,32,3400,736,1487,694,3.0,223200,NEAR BAY
-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN
-122.04,37.97,10,974,316,631,286,2.3152,140600,NEAR BAY
-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,NEAR BAY
-120.55,38.12,10,1566,325,785,291,2.5,116100,INLAND
-120.56,38.48,14,3545,702,946,411,3.4609,120900,INLAND
-120.84,38.77,11,1013,188,410,158,4.825,184600,INLAND
-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,NEAR BAY
-119.76,36.79,26,3654,837,1976,830,2.1544,72800,INLAND
-122.07,37.65,31,3300,790,2181,740,3.016,161800,NEAR BAY
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND
-121.8,38.01,44,3184,581,1399,548,2.7234,110200,INLAND
-119.82,36.81,25,3305,551,1149,500,5.0698,150900,INLAND
-119.69,36.43,29,1799,356,1278,387,1.7813,57900,INLAND
-119.67,36.83,3,2029,336,1003,340,4.4356,111300,INLAND
-119.8,36.74,25,1717,542,1343,471,0.799,51800,INLAND
-122.16,37.74,47,824,223,533,166,2.625,98200,NEAR BAY
-119.77,36.73,45,1081,241,821,230,1.7829,52600,INLAND
-120.88,38.91,15,3876,778,1960,691,2.902,127300,INLAND
-122.11,37.99,10,2864,514,1300,507,4.3875,287700,NEAR BAY
-121.58,39.79,19,2636,523,1184,465,2.7863,108600,INLAND
-121.7,37.94,36,1710,320,861,300,2.8828,131100,INLAND
-122.17,37.76,33,1280,307,999,286,2.5625,89300,NEAR BAY
-122.21,37.8,39,2018,447,1221,446,3.0757,151000,NEAR BAY
-121.93,37.53,27,5532,973,2855,960,4.7478,243500,<1H OCEAN
-122.04,37.99,32,1504,279,749,267,3.2,134500,NEAR BAY
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400,NEAR BAY
-122.16,39.74,20,707,126,337,125,3.0469,85000,INLAND
-122.17,37.75,41,1257,271,828,230,2.5043,92300,NEAR BAY
-122.25,37.87,42,1756,465,2184,422,2.5562,371400,NEAR BAY
-121.85,39.73,17,3425,827,2469,758,0.9393,88900,INLAND
-121.71,39.42,21,1432,284,862,275,2.2813,57600,INLAND
-122.07,37.7,39,1420,272,645,277,4.125,232500,NEAR BAY
-122.08,37.89,39,3018,501,1223,489,6.2924,283900,NEAR BAY
-119.58,36.83,13,6135,863,2473,774,5.4895,156700,INLAND
-121.84,37.99,15,2380,385,1292,388,4.6029,142600,INLAND
-122.27,37.82,52,1630,456,1162,400,1.2475,104200,NEAR BAY
-122.25,38.05,30,1255,297,779,307,1.6767,147700,NEAR BAY
-122.1,37.68,38,1779,413,1061,400,3.0962,180900,NEAR BAY
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-122.09,37.64,32,1578,284,836,292,3.9063,184200,NEAR BAY
-120.46,38.09,16,3758,715,1777,615,3.0,122600,INLAND
-122.08,37.67,29,493,168,233,152,0.9637,160000,NEAR BAY
-121.59,39.82,12,1958,369,875,354,2.3507,97600,INLAND
-122.32,37.95,37,1887,353,895,359,4.45,196600,NEAR BAY
-122.23,37.83,52,2990,379,947,361,7.8772,500001,NEAR BAY
-122.13,37.76,26,3266,491,1222,533,5.37,275400,NEAR BAY
-122.07,37.57,8,8647,1407,5019,1379,6.5615,318300,NEAR BAY
-121.52,39.51,30,3085,610,1688,575,2.334,72200,INLAND
-122.24,37.81,52,2485,313,953,327,6.8591,352400,NEAR BAY
-122.21,37.79,45,2115,533,1530,474,2.4167,139400,NEAR BAY
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY
-122.04,37.67,29,1694,251,690,242,6.0501,254200,NEAR BAY
-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND
-122.25,37.81,52,2155,701,895,613,2.5795,350000,NEAR BAY
-119.77,36.76,43,1945,413,1492,422,1.5174,54600,INLAND
-119.56,36.71,29,1963,392,1208,398,2.5741,73000,INLAND
-119.57,36.71,10,1657,359,958,380,2.6458,84800,INLAND
-122.16,37.74,52,771,147,355,144,4.1458,143400,NEAR BAY
-119.6,36.58,28,1452,300,919,308,2.8287,73100,INLAND
-119.7,36.81,32,2623,528,1570,492,2.7159,68000,INLAND
-119.98,38.94,23,1564,298,339,147,4.0417,99300,INLAND
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200,INLAND
-124.19,41.78,15,3140,714,1645,640,1.6654,74600,NEAR OCEAN
-122.15,37.7,36,1468,252,733,229,3.4583,192600,NEAR BAY
-122.36,37.95,38,1066,248,729,286,1.5139,81700,NEAR BAY
-119.8,36.72,15,1908,417,1383,375,1.0472,57800,INLAND
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-120.71,38.34,16,1257,231,559,213,4.4531,144300,INLAND
-122.24,37.76,52,2646,581,1128,522,3.0718,266700,NEAR BAY
-119.85,36.75,24,1143,245,608,240,2.8194,81100,INLAND
-119.77,36.86,7,4139,544,1843,562,8.2737,193500,INLAND
-121.63,39.78,28,1677,327,770,309,2.6823,93400,INLAND
-119.68,36.83,11,2455,344,1110,339,6.1133,120000,INLAND
-119.76,36.74,52,2137,448,1194,444,1.3029,69100,INLAND
-122.32,37.96,34,2070,357,784,294,4.0417,182800,NEAR BAY
-122.33,37.97,45,1982,376,1179,398,3.5463,130800,NEAR BAY
-122.26,38.0,6,678,104,318,91,5.2375,246400,NEAR BAY
-122.23,38.05,52,1736,358,638,297,2.5517,147100,NEAR BAY
-120.04,36.79,48,1341,239,671,208,2.7917,82800,INLAND
-119.76,36.73,39,1553,363,1449,341,1.4419,45500,INLAND
-122.08,37.61,26,2261,443,1039,395,3.7931,203900,NEAR BAY
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-122.32,37.97,33,1595,292,991,300,4.6937,134100,NEAR BAY
-122.28,37.87,52,1233,300,571,292,2.2788,182300,NEAR BAY
-122.12,37.94,22,4949,626,1850,590,10.4549,500001,NEAR BAY
-122.25,37.79,50,629,188,742,196,2.6458,125000,NEAR BAY
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200,NEAR BAY
-122.07,37.71,40,1808,302,746,270,5.3015,254900,NEAR BAY
-122.14,38.02,44,1625,432,825,385,2.0523,133900,NEAR BAY
-124.21,41.77,17,3461,722,1947,647,2.5795,68400,NEAR OCEAN
-119.75,36.78,33,1145,197,508,198,2.3333,81300,INLAND
-122.25,37.86,52,1587,444,878,449,1.7652,336800,NEAR BAY
-121.98,37.53,28,2829,566,1610,540,4.6,223200,<1H OCEAN
-119.89,36.79,5,3821,705,2179,694,3.7821,80400,INLAND
-122.08,37.88,24,2059,462,410,294,2.3971,99400,NEAR BAY
-122.0,37.98,36,404,77,237,88,4.525,161300,INLAND
-120.0,38.9,21,1653,419,737,308,1.9727,114100,INLAND
-122.14,37.73,51,2619,403,922,393,4.6042,251900,NEAR BAY
-119.77,36.74,51,1454,235,729,252,3.3125,70100,INLAND
-121.92,37.72,22,4638,716,2302,687,5.347,219500,<1H OCEAN
-122.25,37.81,52,1758,460,686,422,3.1691,259400,NEAR BAY
-122.28,37.91,41,3009,482,1053,490,5.828,324400,NEAR BAY
-122.26,37.86,35,5161,1744,3276,1742,1.6307,253600,NEAR BAY
-119.52,36.61,33,1225,275,1065,248,1.8958,55100,INLAND
-122.29,37.85,52,477,119,218,106,2.5682,120000,NEAR BAY
-122.19,37.75,36,1126,263,482,150,1.9167,82800,NEAR BAY
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
-122.28,37.81,52,773,143,377,115,2.4083,98200,NEAR BAY
-119.72,36.82,15,946,239,550,246,2.2639,52500,INLAND
-121.98,38.05,31,2810,518,1640,503,3.3661,98500,INLAND
-121.88,37.68,23,2234,270,854,286,7.333,337200,INLAND
-124.21,41.75,20,3810,787,1993,721,2.0074,66900,NEAR OCEAN
-121.97,37.97,26,1977,264,817,273,5.7512,240200,INLAND
-122.2,37.82,37,1229,181,420,176,7.0175,366700,NEAR BAY
-119.59,36.72,18,1284,193,621,190,4.5375,130600,INLAND
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY
-119.53,36.61,33,587,170,730,162,1.5625,55800,INLAND
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
-120.66,38.61,19,2715,596,1301,473,2.5042,126400,INLAND
-122.26,37.9,37,2220,335,903,362,7.8336,371300,NEAR BAY
-119.34,36.62,26,1922,339,1148,332,2.6058,92200,INLAND
-122.37,37.94,40,1064,266,912,239,1.0521,69100,NEAR BAY
-122.36,37.94,26,1540,343,1007,338,1.3365,72900,NEAR BAY
-122.22,37.8,52,2286,464,1073,441,3.0298,199600,NEAR BAY
-120.07,36.74,19,2627,502,1295,441,3.087,88200,INLAND
-122.19,37.75,19,2207,565,1481,520,1.3194,81400,NEAR BAY
-122.1,37.68,31,1892,428,1162,389,3.125,167100,NEAR BAY
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,NEAR BAY
-119.57,36.7,30,2370,412,1248,410,3.1442,72300,INLAND
-120.38,36.76,25,991,272,941,262,1.8125,58000,INLAND
-122.35,37.94,47,1275,275,844,273,2.8967,95600,NEAR BAY
-120.93,38.26,13,2084,449,834,305,3.2937,114200,INLAND
-121.56,39.53,12,1733,421,1861,415,1.5771,65200,INLAND
-121.7,39.36,37,2330,495,1505,470,2.0474,56000,INLAND
-120.55,38.46,16,1443,249,435,181,3.2031,129200,INLAND
-120.37,38.25,13,4495,856,1149,459,2.5352,113700,INLAND
-122.19,37.73,45,1528,291,801,287,1.2625,84700,NEAR BAY
-119.82,36.84,9,2340,544,860,520,3.3229,119300,INLAND
-119.75,36.72,22,3247,859,4179,881,1.3343,60800,INLAND
-120.0,38.52,16,3045,543,202,102,3.15,140600,INLAND
-121.94,37.83,11,2836,373,959,335,10.5815,500001,INLAND
-122.21,37.78,49,898,244,779,245,3.0536,137500,NEAR BAY
-122.17,37.77,31,2424,533,1360,452,1.871,90700,NEAR BAY
-120.0,36.7,33,1902,370,1168,358,2.6852,70800,INLAND
-119.72,36.71,7,2456,463,1350,424,3.0179,91600,INLAND
-122.24,37.83,52,2449,312,916,316,8.1194,471600,NEAR BAY
-122.19,37.79,50,954,217,546,201,2.6667,172800,NEAR BAY
-121.88,38.02,46,2112,466,1249,382,2.5737,87000,INLAND
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,NEAR BAY
-122.31,37.91,45,3924,834,1992,773,4.1146,177800,NEAR BAY
-122.29,37.88,52,1650,395,841,380,3.556,179300,NEAR BAY
-122.17,37.76,47,2118,413,965,382,2.1842,107900,NEAR BAY
-122.13,37.71,44,1421,298,609,270,3.5781,180000,NEAR BAY
-122.1,37.63,29,2172,435,1377,408,3.7895,180900,NEAR BAY
-122.07,37.95,39,2199,388,1025,385,4.5893,190000,NEAR BAY
-121.9,38.0,14,2677,368,1288,375,6.0497,177500,INLAND
-119.81,36.85,17,2340,370,1174,396,4.2304,94400,INLAND
-122.13,37.72,26,2862,394,1030,397,7.912,367300,NEAR BAY
-119.79,36.79,33,3433,785,1806,783,1.9386,67500,INLAND
-122.02,37.56,35,1716,312,914,316,5.5737,214500,NEAR BAY
-119.31,36.62,25,831,230,947,244,1.4481,51700,INLAND
-121.8,38.01,46,2273,495,1088,447,2.2532,109400,INLAND
-120.01,38.91,17,2732,609,1005,499,1.9851,86700,INLAND
-122.24,37.81,52,1490,238,634,256,6.0302,287300,NEAR BAY
-122.26,37.82,22,3682,1270,2024,1250,1.2185,170000,NEAR BAY
-122.17,37.72,42,3008,659,1817,664,3.371,165000,NEAR BAY
-122.27,37.8,10,105,42,125,39,0.9722,137500,NEAR BAY
-121.94,37.54,27,3715,526,1631,538,6.2179,305300,<1H OCEAN
-122.03,37.61,36,1409,271,1002,281,3.7262,164900,NEAR BAY
-122.13,37.69,17,2380,769,1216,643,3.395,271300,NEAR BAY
-122.04,37.6,17,3314,638,1873,602,4.3875,238500,NEAR BAY
-122.28,37.89,52,1225,169,412,168,5.7912,327100,NEAR BAY
-119.79,36.81,35,1877,328,1155,353,3.069,69600,INLAND
-122.08,37.58,16,3349,544,2003,488,6.0074,236500,NEAR BAY
-119.78,36.83,11,2754,663,1328,604,2.3667,69300,INLAND
-122.21,37.84,44,3424,597,1358,597,6.0194,292300,NEAR BAY
-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND
-119.75,36.76,29,2077,524,1887,489,1.4107,59800,INLAND
-122.14,37.76,34,1513,231,545,211,5.5701,252800,NEAR BAY
-122.21,37.78,46,2239,508,1390,569,2.7352,137300,NEAR BAY
-122.03,37.94,21,5541,776,2214,737,5.5777,279300,NEAR BAY
-120.71,38.73,17,2146,396,862,351,2.9219,141300,INLAND
-122.18,37.86,33,4449,636,1684,617,8.9571,399700,NEAR BAY
-122.24,37.76,52,2567,436,1119,415,4.6094,229300,NEAR BAY
-122.23,37.8,52,783,184,488,186,1.9375,126600,NEAR BAY
-122.23,37.85,52,2800,411,1061,403,6.3434,373600,NEAR BAY
-121.96,37.85,10,3209,379,1199,392,12.2478,500001,INLAND
-121.79,38.01,17,4032,814,1749,618,3.1728,146800,INLAND
-122.09,37.71,31,1843,282,749,269,5.2855,253500,NEAR BAY
-119.82,36.72,25,2581,528,1642,509,1.6435,52600,INLAND
-122.13,37.89,27,744,214,295,169,2.7411,350000,NEAR BAY
-122.21,37.77,46,1234,375,1183,354,2.3309,98700,NEAR BAY
-119.96,38.93,22,2731,632,1215,483,2.83,110500,INLAND
-119.8,36.71,29,1541,291,1007,313,2.0043,53500,INLAND
-122.19,37.82,32,1835,264,635,263,8.317,365900,NEAR BAY
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,NEAR BAY
-122.04,37.61,36,1151,216,727,215,4.1719,187000,NEAR BAY
-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400,INLAND
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND
-122.27,37.89,52,2640,366,973,355,7.266,371100,NEAR BAY
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
-122.14,37.73,52,2024,320,823,334,5.0,264700,NEAR BAY
-119.68,36.81,13,2589,413,1356,435,5.0253,106200,INLAND
-122.31,37.94,38,2172,403,945,384,4.3958,194200,NEAR BAY
-122.15,37.7,36,1464,244,672,261,3.5547,194700,NEAR BAY
-121.65,39.35,24,1003,251,1098,227,1.7552,86400,INLAND
-119.69,36.83,8,943,189,475,155,4.9327,89500,INLAND
-122.19,37.76,38,1493,370,1144,351,0.7683,81800,NEAR BAY
-119.65,36.62,6,1931,422,1344,414,1.6607,58000,INLAND
-122.12,37.82,26,2269,317,918,313,6.6657,364500,NEAR BAY
-122.33,37.98,3,2850,544,1024,515,6.0115,175000,NEAR BAY
-122.28,37.77,52,1468,363,870,347,2.9688,220800,NEAR BAY
-119.83,36.77,32,2867,615,1705,570,2.4286,68100,INLAND
-120.76,38.76,21,3509,606,1576,564,2.6392,148500,INLAND
-122.02,37.6,31,2155,522,1858,437,2.652,159800,NEAR BAY
-122.18,37.74,35,504,126,323,109,1.8438,90500,NEAR BAY
-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND
-122.03,38.0,25,3577,581,1753,593,5.7295,178300,NEAR BAY
-119.74,36.72,25,3972,842,2863,729,2.1304,58500,INLAND
-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY
-119.73,36.75,39,1745,321,901,303,3.1719,67900,INLAND
-119.75,36.8,25,2718,504,1257,465,2.3333,90600,INLAND
-119.61,36.58,29,1312,280,788,271,2.6974,73000,INLAND
-121.58,39.52,25,2409,490,1384,479,1.9956,58000,INLAND
-122.06,37.6,22,3009,497,1640,514,4.625,235300,NEAR BAY
-123.92,41.54,22,2920,636,1382,499,2.0202,71100,NEAR OCEAN
-122.33,37.95,42,1627,336,848,316,3.7708,144600,NEAR BAY
-121.89,38.01,28,3639,751,2362,641,3.0042,103900,INLAND
-122.03,37.98,16,1209,477,627,482,1.3894,156300,NEAR BAY
-122.1,37.64,28,1784,311,735,278,4.6635,206700,NEAR BAY
-120.76,38.73,17,512,129,314,140,1.5625,108300,INLAND
-119.73,36.62,35,2080,365,1026,333,3.5781,92800,INLAND
-122.07,37.59,15,3475,686,2568,653,4.6211,151400,NEAR BAY
-122.24,37.81,52,2513,502,1048,518,3.675,269900,NEAR BAY
-122.22,37.81,52,2927,402,1021,380,8.1564,390100,NEAR BAY
-122.23,37.8,51,1590,414,949,392,1.9028,127900,NEAR BAY
-121.9,38.01,34,3779,766,2356,722,3.5129,110600,INLAND
-122.22,37.82,42,2991,335,1018,335,13.499,500001,NEAR BAY
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND
-122.13,37.77,24,2459,317,916,324,7.0712,293000,NEAR BAY
-119.78,36.85,12,782,166,292,164,2.8274,79500,INLAND
-119.81,36.76,48,2059,388,834,405,2.9306,67900,INLAND
-121.95,37.81,5,7178,898,2823,907,9.0776,450400,<1H OCEAN
-119.73,36.8,15,2376,538,1197,510,3.1417,74600,INLAND
-122.27,37.83,51,2665,574,1258,536,2.7303,109700,NEAR BAY
-120.31,36.65,24,943,209,514,156,2.25,76600,INLAND
-122.2,37.84,35,2865,460,1072,443,7.4882,319300,NEAR BAY
-122.11,37.64,31,1487,280,854,301,5.2312,197600,NEAR BAY
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,INLAND
-122.35,37.96,35,1326,346,1023,295,2.0724,97700,NEAR BAY
-119.77,36.84,15,2058,412,891,378,3.2569,124400,INLAND
-120.97,38.65,9,3707,602,1601,555,4.0714,300600,INLAND
-122.19,37.78,52,2198,397,984,369,3.22,156500,NEAR BAY
-122.22,37.79,46,2366,575,1647,527,2.6042,124700,NEAR BAY
-122.28,37.86,52,1999,417,780,358,3.3906,179300,NEAR BAY
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-122.25,37.87,52,609,236,1349,250,1.1696,500001,NEAR BAY
-122.23,37.79,30,999,264,1011,263,1.8854,137500,NEAR BAY
-122.27,37.82,43,1007,312,558,253,1.7348,137500,NEAR BAY
-122.2,37.78,39,1752,399,1071,376,3.1167,121600,NEAR BAY
-122.04,37.95,29,866,138,341,133,4.7188,197100,NEAR BAY
-121.87,38.02,52,2264,439,1403,476,2.7083,99400,INLAND
-122.25,37.79,52,1339,391,1086,363,2.181,138800,NEAR BAY
-122.1,37.67,34,3659,897,2479,903,2.9564,150500,NEAR BAY
-122.22,37.77,40,494,114,547,135,2.8015,114800,NEAR BAY
-122.25,37.79,45,1786,526,1475,460,1.7772,97500,NEAR BAY
-121.94,37.94,26,1299,174,533,180,6.2296,291700,INLAND
-119.79,36.82,23,4358,819,1852,802,3.4167,105200,INLAND
-122.03,37.62,35,1298,236,632,204,3.8929,209500,NEAR BAY
-119.73,36.56,32,1513,272,1038,272,3.0469,82700,INLAND
-121.9,38.0,14,1930,363,990,322,4.1094,162200,INLAND
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,INLAND
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY
-119.8,36.75,41,1659,466,1391,447,1.3527,61200,INLAND
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
-121.99,37.97,30,3320,589,1470,543,4.6071,184100,INLAND
-122.06,37.64,33,1160,252,729,220,3.8259,146100,NEAR BAY
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900,INLAND
-122.28,37.85,52,2246,472,1005,449,2.4167,152700,NEAR BAY
-119.77,36.76,40,2009,519,2219,505,1.2101,49100,INLAND
-119.71,36.8,25,875,156,646,166,3.0,72800,INLAND
-119.63,36.79,19,1317,189,517,187,4.526,148700,INLAND
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND
-122.29,38.0,16,4986,1081,2805,1016,4.025,173200,NEAR BAY
-121.63,39.76,22,2598,482,1151,490,2.8182,109700,INLAND
-122.36,37.93,44,1891,449,1047,432,1.7727,86100,NEAR BAY
-122.28,37.85,52,1898,421,1102,397,1.808,105500,NEAR BAY
-121.84,38.02,46,66,22,37,21,0.536,87500,INLAND
-122.3,37.88,46,1647,376,854,355,2.9,144800,NEAR BAY
-119.8,36.78,43,2382,431,874,380,3.5542,96500,INLAND
-122.25,37.85,52,919,213,413,193,4.0368,269700,NEAR BAY
-119.81,36.83,10,5780,922,2712,883,5.6445,135500,INLAND
-121.8,37.99,16,3077,465,1575,446,5.5,179500,INLAND
-119.71,36.74,18,8099,1670,4476,1514,2.4728,88300,INLAND
-122.25,37.81,29,4656,1414,2304,1250,2.4912,257800,NEAR BAY
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,NEAR BAY
-122.27,37.83,49,1215,282,570,264,1.4861,97200,NEAR BAY
-119.9,36.58,20,1935,363,1319,359,2.4814,74600,INLAND
-119.78,36.86,8,3468,675,1604,626,4.2071,128300,INLAND
-119.78,36.73,52,1377,319,1280,259,1.2344,43300,INLAND
-122.23,37.79,49,1175,217,859,219,2.293,106300,NEAR BAY
-122.29,37.87,46,1267,324,792,321,2.525,165900,NEAR BAY
-119.83,36.78,30,3162,640,1660,639,2.8359,80300,INLAND
-122.11,37.98,11,4371,679,1790,660,6.135,297300,NEAR BAY
-122.26,37.82,31,4596,1331,2048,1180,2.8345,183800,NEAR BAY
-119.79,36.78,38,1912,456,1131,408,2.03,58800,INLAND
